ansatzbezeichnung;kontenbezeichnung;voranschlag-rj
Altstoffsammelzentrum;Entsorgung Bauschutt;16000
Altstoffsammelzentrum;Instandh. Gebäude;15000
Altstoffsammelzentrum;Instandh. Fahrzeuge;3000
Altstoffsammelzentrum;Instandh. Einrichtung;1500
Altstoffsammelzentrum;Telekommunikationsdienste;1100
Altstoffsammelzentrum;Kreditzinsen;6400
Altstoffsammelzentrum;Versicherung Gebäude;1200
Altstoffsammelzentrum;Versicherungen Kfz;700
Altstoffsammelzentrum;Kostenbeiträge / Verumlagung;0
Altstoffsammelzentrum;Umlage Kosten Bauhof;43000
Altstoffsammelzentrum;Sperrmüllabfuhr/Holz;85000
Altstoffsammelzentrum;Müllverarbeitung;1000
Altstoffsammelzentrum;Sonstige Leistungen;500
Altstoffsammelzentrum;Altstoffentsorgung;42000
Altstoffsammelzentrum;Problemstoffentsorgung;25500
Altstoffsammelzentrum;Sonstige Ausgaben;2000
Altstoffsammelzentrum;Gewinnentnahmen von Unternehmungen;180200
Wohn- u. Geschäftsgebäude;Gebäude und Bauten / Herrengasse 10-14 + Hirschgraben 13-15;5800
Wohn- u. Geschäftsgebäude;Neustadt 2;500
Wohn- u. Geschäftsgebäude;Betriebsausstattung / Hirschgraben 35;0
Wohn- u. Geschäftsgebäude;Betriebsausstattung / Johannitergasse 4;0
Wohn- u. Geschäftsgebäude;Betriebsausstattung / Im Gisinger Feld 8;500
Wohn- u. Geschäftsgebäude;Betriebsausstattung / St.-Antonius-Straße 7a (Carina);1500
Wohn- u. Geschäftsgebäude;Schuldentilgung Lwbf;800
Wohn- u. Geschäftsgebäude;Schuldentilgung Lwbf;600
Wohn- u. Geschäftsgebäude;Schuldentilgung Lwbf;600
Wohn- u. Geschäftsgebäude;Schuldentilgung Lwbf;400
Wohn- u. Geschäftsgebäude;Schuldentilgung Lwbf;400
Wohn- u. Geschäftsgebäude;Schuldentilgung Lwbf;400
Wohn- u. Geschäftsgebäude;Schuldentilgung Lwbf;500
Wohn- u. Geschäftsgebäude;Schuldentilgung Lwbf;400
Wohn- u. Geschäftsgebäude;Schuldentilgung;47300
Wohn- u. Geschäftsgebäude;Schuldentilgung;29800
Wohn- u. Geschäftsgebäude;Geringwertige Wirtschaftsgüter / Montfortgasse 2;500
Wohn- u. Geschäftsgebäude;Geringwertige Wirtschaftsgüter / Schlossergasse 1;600
Wohn- u. Geschäftsgebäude;Geringwertige Wirtschaftsgüter / St.-Antonius-Straße 7a (Carina);1000
Wohn- u. Geschäftsgebäude;Brennstoffe / Bahnhofstraße 6 (Villa Claudia);10000
Wohn- u. Geschäftsgebäude;Brennstoffe / Hirschgraben 35;2600
Wohn- u. Geschäftsgebäude;Brennstoffe / Montfortgasse 2;1500
Wohn- u. Geschäftsgebäude;Brennstoffe / Vorstadt 26;3500
Wohn- u. Geschäftsgebäude;Brennstoffe / Schlossergasse 1;8000
Wohn- u. Geschäftsgebäude;Brennstoffe / Schmiedgasse 23;3500
Wohn- u. Geschäftsgebäude;Brennstoffe / Schlossergasse 3;800
Wohn- u. Geschäftsgebäude;Brennstoffe / Johannitergasse 4;2200
Wohn- u. Geschäftsgebäude;Brennstoffe / Langenfurch 4 (altes FW-Haus);1100
Wohn- u. Geschäftsgebäude;Brennstoffe / Reichsstraße 86 (Klosterhof);2500
Wohn- u. Geschäftsgebäude;Brennstoffe / Reichsstraße 3;4000
Wohn- u. Geschäftsgebäude;Brennstoffe / Reichsstraße 5;3000
Wohn- u. Geschäftsgebäude;Brennstoffe / Hauptstraße 46a (Ges.Lebensraum);1200
Wohn- u. Geschäftsgebäude;Brennstoffe / Sägerstraße 76a (Tennishalle);3100
Wohn- u. Geschäftsgebäude;Brennstoffe / Franz-Heim-Gasse 12;2500
Wohn- u. Geschäftsgebäude;Brennstoffe / Magdalenastraße 11c;0
Wohn- u. Geschäftsgebäude;Brennstoffe / St.-Johannes-Gasse 8 (Feuerwehrhaus);0
Wohn- u. Geschäftsgebäude;Brennstoffe / Magdalenastraße 11 (Nahwärmenetz);35000
Wohn- u. Geschäftsgebäude;Brennstoffe / Kapfweg 2 (Pümpel-Areal);0
Wohn- u. Geschäftsgebäude;Brennstoffe / St.-Antonius-Straße 7a (Carina);6000
Wohn- u. Geschäftsgebäude;Reinigungsmittel / Bahnhofstraße 6 (Villa Claudia);500
Wohn- u. Geschäftsgebäude;Reinigungsmittel / St.-Antonius-Straße 7a (Carina);800
Wohn- u. Geschäftsgebäude;Sonstige Verbrauchsgüter;0
Wohn- u. Geschäftsgebäude;Sonstige Verbrauchsgüter / Bahnhofstraße 6 (Villa Claudia);500
Wohn- u. Geschäftsgebäude;Sonst.Verbrauchsgüter Schmiedgasse 23;100
Wohn- u. Geschäftsgebäude;Sonstige Verbrauchsgüter / St.-Antonius-Straße 7a (Carina);800
Wohn- u. Geschäftsgebäude;Geldbezüge Angestellte;4900
Wohn- u. Geschäftsgebäude;Geldbezüge Aushilfen;500
Wohn- u. Geschäftsgebäude;Reisegebühren;0
Wohn- u. Geschäftsgebäude;Mehrleistungsvergütung;0
Wohn- u. Geschäftsgebäude;Dgb-Angest.Und Arbeit.;1100
Wohn- u. Geschäftsgebäude;Pensionskassa DG-Beitrag;100
Wohn- u. Geschäftsgebäude;Mitarbeitervorsorge (Abfertigung neu);100
Wohn- u. Geschäftsgebäude;Fla-Btg.F.Angest.U.Arb;200
Wohn- u. Geschäftsgebäude;Energiebezüge / Bahnhofstraße 6 (Villa Claudia);2500
Wohn- u. Geschäftsgebäude;Energiebezüge / Burggasse 1 (Schattenburg);1000
Wohn- u. Geschäftsgebäude;Energiebezüge / Burggasse 1 (Minigolf);1000
Wohn- u. Geschäftsgebäude;Energiebezüge / Herrengasse 10-14 + Hirschgraben 13-15;1000
Wohn- u. Geschäftsgebäude;Energiebezüge / Hirschgraben 18a (Diebsturm);500
Wohn- u. Geschäftsgebäude;Energiebezüge / Hirschgraben 35;3000
Wohn- u. Geschäftsgebäude;Energiebezüge / Montfortgasse 2;3000
Wohn- u. Geschäftsgebäude;Energiebezüge / Mühletorplatz 20;500
Wohn- u. Geschäftsgebäude;Energiebezüge / Mühletorplatz 22 (Pulverturm);200
Wohn- u. Geschäftsgebäude;Energiebezüge / Vorstadt 26;1500
Wohn- u. Geschäftsgebäude;Energiebezüge / Schlossergasse 1;4000
Wohn- u. Geschäftsgebäude;Energiebezüge / Schmiedgasse 23;1000
Wohn- u. Geschäftsgebäude;Energiebezüge / Schlossergasse 3;4000
Wohn- u. Geschäftsgebäude;Energiebezüge / Johannitergasse 4;1000
Wohn- u. Geschäftsgebäude;Energiebezüge / Schmiedgasse 7;4000
Wohn- u. Geschäftsgebäude;Strom,(Ab)Wasser,Müll Reichsstraße 141;5000
Wohn- u. Geschäftsgebäude;Energiebezüge / Naflastraße 12;200
Wohn- u. Geschäftsgebäude;Energiebezüge / Reichsstraße 86 (Klosterhof);1000
Wohn- u. Geschäftsgebäude;Energiebezüge / Reichsstraße 3;2000
Wohn- u. Geschäftsgebäude;Energiebezüge / Reichsstraße 5;1000
Wohn- u. Geschäftsgebäude;Energiebezüge / Reichsstraße 5a;500
Wohn- u. Geschäftsgebäude;Energiebezüge / Hauptstraße 51;3500
Wohn- u. Geschäftsgebäude;Energiebezüge / Im Gisinger Feld 8;1000
Wohn- u. Geschäftsgebäude;Energiebezüge / Hauptstraße 46a (Ges.Lebensraum);1000
Wohn- u. Geschäftsgebäude;Energiebezüge / Franz-Heim-Gasse 12;1000
Wohn- u. Geschäftsgebäude;Energiebezüge / Steinbruchgasse 4a (Waaghaus);100
Wohn- u. Geschäftsgebäude;Energiebezüge / Magdalenastraße 11a;500
Wohn- u. Geschäftsgebäude;Energiebezüge / Magdalenastraße 11c;1000
Wohn- u. Geschäftsgebäude;Energiebezüge / Schmittengässele 33 (Agrarschuppen);300
Wohn- u. Geschäftsgebäude;Energiebezüge / Magdalenastraße 11d + 11e (Stadtgut);1000
Wohn- u. Geschäftsgebäude;Energiebezüge / Magdalenastraße 11 (Nahwärmenetz);2500
Wohn- u. Geschäftsgebäude;Energiebezüge / Egelseestraße 64b (Feuerwehrhaus);500
Wohn- u. Geschäftsgebäude;Energiebezüge / St.-Antonius-Straße 7a (Carina);2500
Wohn- u. Geschäftsgebäude;Instandhaltung von Grund und Boden / Bahnhofstraße 6 (Villa Claudia);8000
Wohn- u. Geschäftsgebäude;Instandhaltung von Grund und Boden / Burggasse 1 (Minigolf);5000
Wohn- u. Geschäftsgebäude;Instandhaltung von Grund und Boden / Wohlwendstraße 1;500
Wohn- u. Geschäftsgebäude;Instandhaltung von Grund und Boden / Reichsstraße 86 (Klosterhof);1000
Wohn- u. Geschäftsgebäude;Instandhaltung von Grund und Boden / Reichsstraße 3;500
Wohn- u. Geschäftsgebäude;Instandhaltung von Grund und Boden / Im Gisinger Feld 8;1000
Wohn- u. Geschäftsgebäude;Instandhaltung von Grund und Boden / Wolfgangstraße 1 (Kapelle);1000
Wohn- u. Geschäftsgebäude;Instandhaltung von Grund und Boden / Liechtensteinerstraße 119d;500
Wohn- u. Geschäftsgebäude;Instandhaltung von Grund und Boden / St.-Antonius-Straße 7a (Carina);2000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Bahnhofstraße 4 (Kapuzinerkloster);0
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Bahnhofstraße 6 (Villa Claudia);20000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Burggasse 1 (Schattenburg);60000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Burggasse 1 (Minigolf);10000
Wohn- u. Geschäftsgebäude;Instandh. Gebäude Widnau 12 (Tiefgarage);500
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Herrengasse 10-14 + Hirschgraben 13-15;11800
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Herrengasse 18 (Katzenturm);3000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Hirschgraben 18a (Diebsturm);2000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Hirschgraben 35;29100
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Montfortgasse 2;24200
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Montfortgasse 17;2000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Mühletorplatz 20;4500
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Mühletorplatz 22 (Pulverturm);5000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Vorstadt 26;12500
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Mühletorplatz 3 (Grassmayrhaus);1000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Schlossergasse 1;32300
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Schmiedgasse 23;11000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Schlossergasse 3;5800
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Johannitergasse 4;10000
Wohn- u. Geschäftsgebäude;Instandh. Gebäude Schmiedgasse 5;3300
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Schmiedgasse 7;3800
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Schmiedgasse 9;1500
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Wohlwendstraße 1;2000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Reichsstraße 113 (St.Magdalena);2000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Langenfurch 4 (altes FW-Haus);1000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Naflastraße 12;2000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Tafernstraße 64 (TSV);1000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Reichsstraße 86 (Klosterhof);5000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Reichsstraße 3;5000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Reichsstraße 5;5000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Reichsstraße 5a;5000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Hauptstraße 51;5000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Im Gisinger Feld 8;5000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Hauptstraße 46a (Ges.Lebensraum);5000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Sägerstraße 76a (Tennishalle);5000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Franz-Heim-Gasse 12;5000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Magdalenastraße 11a;125000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Magdalenastraße 11c;5000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Florastraße 2 (Sporthaus Äuele);1000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / St.-Johannes-Gasse (Schuppen);2000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Magdalenastraße 11d + 11e (Stadtgut);15000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / St.-Johannes-Gasse 8 (Feuerwehrhaus);2000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Magdalenastraße 11 (Nahwärmenetz);5000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Egelseestraße 64b (Feuerwehrhaus);2000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Kapfweg 2 (Pümpel-Areal);5000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Wolfgangstraße 1 (Kapelle);1000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Funkenweg 1 (ARA);3000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Grißstraße 11 (Sporthaus SC-Tisis);2000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / Liechtensteinerstraße 119d;2000
Wohn- u. Geschäftsgebäude;Instandhaltung von Gebäuden und Bauten / St.-Antonius-Straße 7a (Carina);5000
Wohn- u. Geschäftsgebäude;Instandh. Aufzug Schlossergasse 3;1200
Wohn- u. Geschäftsgebäude;Instandh. Heizung;0
Wohn- u. Geschäftsgebäude;Instandh. Heizung Bahnhofstrasse 6;2000
Wohn- u. Geschäftsgebäude;Instandh. Heizung Burggasse 1;10000
Wohn- u. Geschäftsgebäude;Instandh. Heizung Hirschgraben 35;12500
Wohn- u. Geschäftsgebäude;Instandh. Heizung Montfortgasse 2;500
Wohn- u. Geschäftsgebäude;Instandh. Heizung Mühletorplatz 20;500
Wohn- u. Geschäftsgebäude;Instandh. Heizung+Alarmanlage Neustadt 37;0
Wohn- u. Geschäftsgebäude;Instandh. Heizung Vorstadt 26;300
Wohn- u. Geschäftsgebäude;Instandh. Heizung Mühletorplatz 3 (Grassmayrhaus);200
Wohn- u. Geschäftsgebäude;Instandh. Heizung Schlossergasse 1;300
Wohn- u. Geschäftsgebäude;Instandh. Heizung Schmiedgasse 23;600
Wohn- u. Geschäftsgebäude;Instandh. Heizung, Klimaanl. Johannitergasse 4;1200
Wohn- u. Geschäftsgebäude;Instandh. Heizung Reichsstraße 86;1000
Wohn- u. Geschäftsgebäude;Instandh. Heizung, Klimaanl. Reichsstraße 3;0
Wohn- u. Geschäftsgebäude;Instandh. Heizung, Klimaanl. Reichsstraße 5;0
Wohn- u. Geschäftsgebäude;Instandh. Heizung Hauptstrasse 46a;500
Wohn- u. Geschäftsgebäude;Instandh. Heizung Sägerstrasse 76a (Tennishalle);500
Wohn- u. Geschäftsgebäude;Instandh. Heizung Heizzentrale Nof.;17000
Wohn- u. Geschäftsgebäude;Instandh. Heizung Kapfweg 2 (Pümpel Areal);2000
Wohn- u. Geschäftsgebäude;Instandh. Heizung Carina / St.Antoniusstraße 7a;1000
Wohn- u. Geschäftsgebäude;Instandh. Einrichtung Montfortgasse 2;0
Wohn- u. Geschäftsgebäude;Instandhaltung von sonstigen Anlagen / St.-Antonius-Straße 7a (Carina);2000
Wohn- u. Geschäftsgebäude;Telekommunikationsdienste / Burggasse 1 (Schattenburg);1500
Wohn- u. Geschäftsgebäude;Telekommunikationsdienste / Reichsstraße 86 (Klosterhof);0
Wohn- u. Geschäftsgebäude;Telekommunikationsdienste / Reichsstraße 3;500
Wohn- u. Geschäftsgebäude;Telekommunikationsdienste / St.-Antonius-Straße 7a (Carina);2000
Wohn- u. Geschäftsgebäude;Rechts- und Beratungsaufwand Magdalenastr. 11d + 11e (Stadtgut);5000
Wohn- u. Geschäftsgebäude;Kreditzinsen;0
Wohn- u. Geschäftsgebäude;Kreditzinsen;0
Wohn- u. Geschäftsgebäude;Kreditzinsen;200
Wohn- u. Geschäftsgebäude;Kreditzinsen;100
Wohn- u. Geschäftsgebäude;Kreditzinsen;100
Wohn- u. Geschäftsgebäude;Kreditzinsen;100
Wohn- u. Geschäftsgebäude;Kreditzinsen;100
Wohn- u. Geschäftsgebäude;Kreditzinsen;100
Wohn- u. Geschäftsgebäude;Kreditzinsen;100
Wohn- u. Geschäftsgebäude;Kreditzinsen;2100
Wohn- u. Geschäftsgebäude;Kreditzinsen;5000
Wohn- u. Geschäftsgebäude;Versicherungen;0
Wohn- u. Geschäftsgebäude;Versicherungen / Bahnhofstraße 4 (Kapuzinerkloster);1800
Wohn- u. Geschäftsgebäude;Versicherungen / Bahnhofstraße 6 (Villa Claudia);1000
Wohn- u. Geschäftsgebäude;Versicherungen / Burggasse 1 (Schattenburg);8800
Wohn- u. Geschäftsgebäude;Versicherungen / Burggasse 6;200
Wohn- u. Geschäftsgebäude;Versicherungen / Burggasse 1 (Minigolf);100
Wohn- u. Geschäftsgebäude;Versicherungen / Herrengasse 10-14 + Hirschgraben 13-15;300
Wohn- u. Geschäftsgebäude;Versicherungen / Herrengasse 18 (Katzenturm);500
Wohn- u. Geschäftsgebäude;Versicherungen / Hirschgraben 18a (Diebsturm);100
Wohn- u. Geschäftsgebäude;Versicherungen / Hirschgraben 35;400
Wohn- u. Geschäftsgebäude;Versicherungen / Montfortgasse 2;800
Wohn- u. Geschäftsgebäude;Versicherungen / Montfortgasse 17;100
Wohn- u. Geschäftsgebäude;Versicherungen / Mühletorplatz 20;300
Wohn- u. Geschäftsgebäude;Versicherungen / Mühletorplatz 22 (Pulverturm);200
Wohn- u. Geschäftsgebäude;Versicherungen / Vorstadt 26;200
Wohn- u. Geschäftsgebäude;Versicherungen / Mühletorplatz 3 (Grassmayrhaus);900
Wohn- u. Geschäftsgebäude;Versicherungen / Schlossergasse 1;1100
Wohn- u. Geschäftsgebäude;Versicherungen Gebäude Sparkassenplatz;200
Wohn- u. Geschäftsgebäude;Versicherungen / Schmiedgasse 23;1400
Wohn- u. Geschäftsgebäude;Versicherungen / Schlossergasse 3;300
Wohn- u. Geschäftsgebäude;Versicherungen / Johannitergasse 4;500
Wohn- u. Geschäftsgebäude;Versicherungen / Schmiedgasse 7;300
Wohn- u. Geschäftsgebäude;Versicherungen / Schmiedgasse 9;300
Wohn- u. Geschäftsgebäude;Versicherungen / Wohlwendstraße 1;300
Wohn- u. Geschäftsgebäude;Versicherungen / Reichsstraße 113 (St.Magdalena);1500
Wohn- u. Geschäftsgebäude;Versicherungen Gebäude Bahnhofstr.36;500
Wohn- u. Geschäftsgebäude;Versicherung Reichsstraße 141;2800
Wohn- u. Geschäftsgebäude;Versicherungen / Langenfurch 4 (altes FW-Haus);300
Wohn- u. Geschäftsgebäude;Versicherungen / Naflastraße 12;300
Wohn- u. Geschäftsgebäude;Versicherungen / Tafernstraße 64 (TSV);400
Wohn- u. Geschäftsgebäude;Versicherungen / Reichsstraße 86 (Klosterhof);500
Wohn- u. Geschäftsgebäude;Versicherungen / Reichsstraße 3;500
Wohn- u. Geschäftsgebäude;Versicherungen / Reichsstraße 5;300
Wohn- u. Geschäftsgebäude;Versicherungen / Reichsstraße 5a;300
Wohn- u. Geschäftsgebäude;Versicherungen / Hauptstraße 51;300
Wohn- u. Geschäftsgebäude;Versicherungen / Im Gisinger Feld 8;400
Wohn- u. Geschäftsgebäude;Versicherungen / Hauptstraße 46a (Ges.Lebensraum);500
Wohn- u. Geschäftsgebäude;Versicherungen / Sägerstraße 76a (Tennishalle);500
Wohn- u. Geschäftsgebäude;Versicherungen / Franz-Heim-Gasse 12;200
Wohn- u. Geschäftsgebäude;Versicherungen / Steinbruchgasse 4a (Waaghaus);100
Wohn- u. Geschäftsgebäude;Versicherungen Gebäude Magdalenastr. 11a/11b;300
Wohn- u. Geschäftsgebäude;Versicherungen / Magdalenastraße 11c;300
Wohn- u. Geschäftsgebäude;Versicherungen / St.-Johannes-Gasse (Schuppen);100
Wohn- u. Geschäftsgebäude;Versicherungen / Magdalenastraße 11d + 11e (Stadtgut);700
Wohn- u. Geschäftsgebäude;Versicherungen / St.-Johannes-Gasse 8 (Feuerwehrhaus);100
Wohn- u. Geschäftsgebäude;Versicherungen / Magdalenastraße 11 (Nahwärmenetz);200
Wohn- u. Geschäftsgebäude;Versicherungen / Kapfweg 2 (Pümpel-Areal);1100
Wohn- u. Geschäftsgebäude;Versicherungen / Wolfgangstraße 1 (Kapelle);200
Wohn- u. Geschäftsgebäude;Versicherungen / Grißstraße 11 (Sporthaus SC-Tisis);400
Wohn- u. Geschäftsgebäude;Versicherungen / Liechtensteinerstraße 119d;300
Wohn- u. Geschäftsgebäude;Versicherungen / St.-Antonius-Straße 7a (Carina);1500
Wohn- u. Geschäftsgebäude;Mietzinse  Herrengasse 10;20000
Wohn- u. Geschäftsgebäude;Mietzinse Herrengasse 14 (Loacker-Haus);31500
Wohn- u. Geschäftsgebäude;Miet- und Pachtaufwand Liegenschaften / St.-Antonius-Straße 7a (Carina);68000
Wohn- u. Geschäftsgebäude;Öffentliche Abgaben;1500
Wohn- u. Geschäftsgebäude;Öffentliche Abgaben / Bahnhofstraße 4 (Kapuzinerkloster);1600
Wohn- u. Geschäftsgebäude;Öffentliche Abgaben / Bahnhofstraße 6 (Villa Claudia);2100
Wohn- u. Geschäftsgebäude;Öffentliche Abgaben / Burggasse 1 (Schattenburg);100
Wohn- u. Geschäftsgebäude;Öffentliche Abgaben / Burggasse 6;100
Wohn- u. Geschäftsgebäude;Öffentliche Abgaben / Herrengasse 10-14 + Hirschgraben 13-15;200
Wohn- u. Geschäftsgebäude;Öffentliche Abgaben / Hirschgraben 35;200
Wohn- u. Geschäftsgebäude;Öffentliche Abgaben / Montfortgasse 2;400
Wohn- u. Geschäftsgebäude;Öffentliche Abgaben / Montfortgasse 17;100
Wohn- u. Geschäftsgebäude;Öffentliche Abgaben / Mühletorplatz 20;100
Wohn- u. Geschäftsgebäude;Öffentliche Abgaben / Neustadt 37;100
Wohn- u. Geschäftsgebäude;Öffentliche Abgaben / Vorstadt 26;100
Wohn- u. Geschäftsgebäude;Öffentliche Abgaben / Mühletorplatz 3 (Grassmayrhaus);1700
Wohn- u. Geschäftsgebäude;Öffentliche Abgaben / Schlossergasse 1;400
Wohn- u. Geschäftsgebäude;Öffentliche Abgaben / Schmiedgasse 23;400
Wohn- u. Geschäftsgebäude;Öffentliche Abgaben / Schlossergasse 3;200
Wohn- u. Geschäftsgebäude;Öffentliche Abgaben / Johannitergasse 4;200
Wohn- u. Geschäftsgebäude;Öffentliche Abgaben / Schmiedgasse 7;100
Wohn- u. Geschäftsgebäude;Öffentliche Abgaben / Schmiedgasse 9;100
